Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant,5 in Regions ofOccurrence,AL in CurrentDistribution,AK in CurrentDistribution,AZ in CurrentDistribution,AR in CurrentDistribution,CA in CurrentDistribution,CO in CurrentDistribution,CT in CurrentDistribution,DE in CurrentDistribution,FL in CurrentDistribution,GA in CurrentDistribution,HI in CurrentDistribution,ID in CurrentDistribution,IL in CurrentDistribution,IN in CurrentDistribution,IA in CurrentDistribution,KS in CurrentDistribution,KY in CurrentDistribution,LA in CurrentDistribution,ME in CurrentDistribution,MD in CurrentDistribution,MA in CurrentDistribution,MI in CurrentDistribution,MN in CurrentDistribution,MS in CurrentDistribution,MO in CurrentDistribution,MT in CurrentDistribution,NE in CurrentDistribution,NV in CurrentDistribution,NH in CurrentDistribution,NJ in CurrentDistribution,NM in CurrentDistribution,NY in CurrentDistribution,NC in CurrentDistribution,ND in CurrentDistribution,OH in CurrentDistribution,OK in CurrentDistribution,OR in CurrentDistribution,PA in CurrentDistribution,RI in CurrentDistribution,SC in CurrentDistribution,SD in CurrentDistribution,TN in CurrentDistribution,TX in CurrentDistribution,UT in CurrentDistribution,VT in CurrentDistribution,VA in CurrentDistribution,WA in CurrentDistribution,WV in CurrentDistribution,WI in CurrentDistribution,WY in CurrentDistribution
Helminthoglypta sequoicola consors,Redwood shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta mohaveana,Victorville shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta arrosa williamsi,Williams' bronze shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blarina hylophaga plumbea,Aransas short-tailed shrew,TX;,Soricidae,Mammals,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sorex arizonae,Arizona shrew,"AZ, NM;",Soricidae,Mammals,Not Listed,2,V,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex palustris navigator,Arizona water shrew,AZ;,Soricidae,Mammals,Not Listed,2,V,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex trigonirostris,Ashland shrew,OR;,Soricidae,Mammals,Not Listed,1,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex ornatus relictus,Buena Vista Lake ornate Shrew,CA; U.S.A. (CA),Soricidae,Mammals,Endangered,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex trowbridgii destructioni,Destruction Island shrew,WA;,Soricidae,Mammals,Not Listed,1,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Blarina brevicauda telmalestes,Dismal Swamp short-tailed shrew,"NC, VA;",Soricidae,Mammals,Not Listed,"4, 5",V,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sorex longirostris fisheri,Dismal Swamp southeastern shrew,"NC, VA;",Soricidae,Mammals,Original Data in Error - New Information Discovered,"4, 5",V,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sorex alaskanus,Glacier Bay water shrew,AK;,Soricidae,Mammals,Not Listed,7,V,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex longirostris eionis,Homossassa shrew,FL;,Soricidae,Mammals,Not Listed,4,V,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex dispar,Long-tailed shrew,"DE, MA, MD, ME, NC, NH, NJ, NY, PA, TN, VA, VT, WV;",Soricidae,Mammals,Not Listed,"4, 5",V,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
Blarina brevicauda aloga,Martha's Vineyard short-tailed shrew,MA;,Soricidae,Mammals,Not Listed,5,V,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex ornatus salarius,Monterey ornate shrew,CA;,Soricidae,Mammals,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex lyelli,Mt. Lyell shrew,CA;,Soricidae,Mammals,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blarina brevicauda compacta,Nantucket short-tailed shrew,MA;,Soricidae,Mammals,Not Listed,5,V,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Microsorex hoyi thompsoni,Northeastern pygmy shrew,"MA, ME, MI, NH, NY, OH, PA, VT, WI, WV;",Soricidae,Mammals,Not Listed,"3, 5",V,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
Sorex preblei,Preble's shrew,WA;,Soricidae,Mammals,Not Listed,1,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sorex hydrodromus,Pribilof Islands shrew,AK;,Soricidae,Mammals,Not Listed,7,V,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex ornatus salicornicus,Salt marsh ornate shrew,CA;,Soricidae,Mammals,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex vagrans halicoetes,Salt marsh vagrant shrew,CA;,Soricidae,Mammals,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex monticolus parvidens,San Bernardino dusky shrew,CA;,Soricidae,Mammals,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex ornatus willetti,Santa Catalina ornate shrew,CA;,Soricidae,Mammals,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blarina brevicauda shermani,Blarina carolinensis ssp. shermani,FL;,Soricidae,Mammals,Under Review in the Candidate or Petition Process,4,V,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorex hoyi winnemana,Southern pygmy shrew,"IL, IN, KY, MD, NC, OH, TN, VA;",Soricidae,Mammals,Not Listed,"3, 4, 5",V,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Sorex palustris punctulatus,Southern water shrew,"MD, NC, PA, TN, VA, WV;",Soricidae,Mammals,Not Listed,"4, 5",V,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
Sorex ornatus sinuosus,Suisun ornate shrew,CA;,Soricidae,Mammals,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
