Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant,5 in Regions ofOccurrence,AL in CurrentDistribution,AK in CurrentDistribution,AZ in CurrentDistribution,AR in CurrentDistribution,CA in CurrentDistribution,CO in CurrentDistribution,CT in CurrentDistribution,DE in CurrentDistribution,FL in CurrentDistribution,GA in CurrentDistribution,HI in CurrentDistribution,ID in CurrentDistribution,IL in CurrentDistribution,IN in CurrentDistribution,IA in CurrentDistribution,KS in CurrentDistribution,KY in CurrentDistribution,LA in CurrentDistribution,ME in CurrentDistribution,MD in CurrentDistribution,MA in CurrentDistribution,MI in CurrentDistribution,MN in CurrentDistribution,MS in CurrentDistribution,MO in CurrentDistribution,MT in CurrentDistribution,NE in CurrentDistribution,NV in CurrentDistribution,NH in CurrentDistribution,NJ in CurrentDistribution,NM in CurrentDistribution,NY in CurrentDistribution,NC in CurrentDistribution,ND in CurrentDistribution,OH in CurrentDistribution,OK in CurrentDistribution,OR in CurrentDistribution,PA in CurrentDistribution,RI in CurrentDistribution,SC in CurrentDistribution,SD in CurrentDistribution,TN in CurrentDistribution,TX in CurrentDistribution,UT in CurrentDistribution,VT in CurrentDistribution,VA in CurrentDistribution,WA in CurrentDistribution,WV in CurrentDistribution,WI in CurrentDistribution,WY in CurrentDistribution
Carex albida,White sedge,CA; U.S.A. (CA),Cyperaceae,Flowering Plants,Endangered,8,P,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carex whitneyi,Whitney sedge,CA;,Cyperaceae,Flowering Plants,Not Listed,8,P,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oceanides bryani,Bryan's oceanides seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nysius frigatensis,French Frigate Shoal seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nysius fullawayi,Fullaway's seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Neseis alternata,Kauai band-legged seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metrarga obscura,Mauna Loa metrargan seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Neseis haleakalae,Mt. Haleakala seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nysius suffusus,Necker bunchgrass seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nysius neckerensis,Necker goosefoot seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nysius nihoae,Nihoa nysius seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oceanides perkinsi,Perkins' oceanides seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oceanides rugosiceps,Rough-headed oceanides seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nesocryptias villosa,Villosan flightless seed bug,HI;,Lygaeidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ludwigia brevipes,Long Beach seedbox,"AR, DE, GA, MD, NC, NJ, SC, VA;",Onagraceae,Flowering Plants,Under Review in the Candidate or Petition Process,"4, 5",P,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Ludwigia ravenii,Raven's seedbox,"FL, NC, SC, VA;",Onagraceae,Flowering Plants,Under Review in the Candidate or Petition Process,"4, 5",P,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Ludwigia spathulata,Spathulate seedbox,"AL, FL, GA, SC;",Onagraceae,Flowering Plants,Under Review in the Candidate or Petition Process,4,P,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sporophila insulata,Tumaco seedeater,N/A,Emberizidae,Birds,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Suaeda nigra,Hardtoe seepweed,TX;,Chenopodiaceae,Flowering Plants,Not Listed,2,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Bos gaurus,Seledang,"Bangladesh,Southeast Asia,India",Bovidae,Mammals,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Selenia jonesii,Jones' selenia,TX;,Brassicaceae,Flowering Plants,Not Listed,2,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pleuropogon hooverianus,Northcoast semaphore grass,CA;,Poaceae,Flowering Plants,Not Listed,8,P,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pleuropogon oregonus,Oregon semaphore grass,OR;,Poaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Senna ripleyana,Ripley's senna,TX;,Fabaceae,Flowering Plants,Not Listed,2,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Naemorhedus (=Capricornis) sumatraensis,Serow,"East Asia,Sumatra",Bovidae,Mammals,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leptailurus (=Felis) serval constantina,Barbary serval,Algeria,Felidae,Mammals,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amelanchier nantucketensis,[Unnamed] service-berry,"MA, NY;",Rosaceae,Flowering Plants,Not Listed,5,P,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inflectarius magazinensis,Magazine Mountain shagreen,AR; U.S.A. (AR),Polygyridae,Snails,Recovery,4,I,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Copsychus niger cebuensis,Cebu black shama (thrush),Philippines,Muscicapidae,Birds,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ovis vignei vignei,Shapo,Kashmir,Bovidae,Mammals,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sphyrna lewini,Scalloped Hammerhead Shark,N/A,Sphyrnidae,Fishes,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sphyrna lewini,Scalloped Hammerhead Shark,N/A,Sphyrnidae,Fishes,Threatened,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sphyrna lewini,Scalloped Hammerhead Shark,N/A,Sphyrnidae,Fishes,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sphyrna lewini,Scalloped Hammerhead Shark,N/A,Sphyrnidae,Fishes,Threatened,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Puffinus heinrothi,Heinroth's shearwater,"Pacific Ocean-Papua New Guinea (Bougainville Island), Solomon Islands (Kolom-bangara and Rendova)",Procellariidae,Birds,Threatened,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Puffinus auricularis newelli,Newell's Townsend's shearwater,HI; ; U.S.A. (HI),Procellariidae,Birds,Threatened,1,V,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ovis canadensis,Bighorn sheep,N/A,Bovidae,Mammals,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ovis canadensis nelsoni,Peninsular bighorn sheep,CA; U.S.A. (CA) Peninsula Ranges,Bovidae,Mammals,Endangered,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ovis canadensis sierrae,Sierra Nevada bighorn sheep,CA; U.S.A. (CA) Sierra Nevada,Bovidae,Mammals,Endangered,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Coleotichus blackburniae,Koa shield bug,HI;,Scutellaridae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cyprinella xaenura,Altamaha shiner,GA;,Cyprinidae,Fishes,Not Listed,4,V,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis girardi,Arkansas River shiner,"AR, KS, NM, OK, TX; U.S.A. (TX, OK, NM, KS, AR)",Cyprinidae,Fishes,Threatened,"2, 4, 6",V,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Cyprinella formosa,Beautiful shiner,"AZ, NM; U.S.A. (NM, AZ), Mexico",Cyprinidae,Fishes,Threatened,2,V,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis melanostomus,Blackmouth shiner,FL;,Cyprinidae,Fishes,Not Listed,4,V,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cyprinella caerulea,Blue shiner,"AL, GA, TN; U.S.A. (TN, GA, AL)",Cyprinidae,Fishes,Threatened,4,V,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pteronotropis hubbsi,Bluehead shiner,"AR, LA, OK, TX;",Cyprinidae,Fishes,Not Listed,"2, 4",V,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Cyprinella callitaenia,Bluestripe shiner,FL;,Cyprinidae,Fishes,Not Listed,4,V,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pteronotropis euryzonus,Broadstripe shiner,"AL, GA;",Cyprinidae,Fishes,Not Listed,4,V,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis asperifrons,Burrhead shiner,"AL, GA, TN;",Cyprinidae,Fishes,Not Listed,4,V,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Notropis cahabae,Cahaba shiner,AL; U.S.A. (AL),Cyprinidae,Fishes,Endangered,4,V,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis mekistocholas,Cape Fear shiner,NC; U.S.A. (NC),Cyprinidae,Fishes,Endangered,4,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis chihuahua,Chihuahua shiner,TX;,Cyprinidae,Fishes,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Notropis perpallidus,Colorless shiner,"AR, OK;",Cyprinidae,Fishes,Under Review in the Candidate or Petition Process,"2, 4",V,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis hypsilepis,Highscale shiner,"AL, GA;",Cyprinidae,Fishes,Not Listed,4,V,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cyprinella lutrensis blairi,Maravillas red shiner,TX; Believed to be extinct,Cyprinidae,Fishes,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Cyprinella sp.,Nueces River shiner,TX;,cyprinidae,Fishes,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Cyprinella callisema,Ocmulgee shiner,GA;,Cyprinidae,Fishes,Not Listed,4,V,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lythrurus snelsoni,Ouachita Mountain shiner,"AR, OK;",Cyprinidae,Fishes,Not Listed,"2, 4",V,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis ozarcanus,Ozark shiner,"AR, MO;",Cyprinidae,Fishes,Under Review in the Candidate or Petition Process,"3, 4",V,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis albizonatus,Palezone shiner,"AL, KY; Little South Fork river system in south-central Kentucky and Paint Rock River system in Alabama.; U.S.A. (TN, KY, AL)",Cyprinidae,Fishes,Endangered,4,V,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Notropis simus pecosensis,Pecos bluntnose shiner,NM; U.S.A. (NM),Cyprinidae,Fishes,Threatened,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis orca,Phantom shiner,"NM, TX; Believed to be extinct",Cyprinidae,Fishes,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Cyprinella lepida,Plateau shiner,TX;,Cyprinidae,Fishes,Under Review in the Candidate or Petition Process,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Notropis ariommus,Popeye shiner,"GA, KY, OH, TN, VA, WV;",Cyprinidae,Fishes,Under Review in the Candidate or Petition Process,"3, 4, 5",V,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Cyprinella proserpina,Proserpine shiner,TX;,Cyprinidae,Fishes,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Notropis jemezanus,Rio Grande shiner,"NM, TX;",Cyprinidae,Fishes,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Notropis simus simus,Rio Grande bluntnose shiner,NM; Believed to be extinct,Cyprinidae,Fishes,Not Listed,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis suttkusi,Rocky shiner,"AR, OK;",Cyprinidae,Fishes,Under Review in the Candidate or Petition Process,"2, 4",V,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Notropis semperasper,Roughhead shiner,VA;,Cyprinidae,Fishes,Not Listed,5,V,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Notropis oxyrhynchus,Sharpnose Shiner,TX;,Cyprinidae,Fishes,Endangered,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Notropis buccula,Smalleye Shiner,TX;,Cyprinidae,Fishes,Endangered,2,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Notropis topeka (=tristis),Topeka shiner,"IA, KS, MN, MO, NE, SD; U.S.A. (SD, NE, MO, MN, KS, IA)",Cyprinidae,Fishes,Endangered,"3, 6",V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Notropis topeka (=tristis),Topeka shiner,N/A,Cyprinidae,Fishes,"Experimental Population, Non-Essential",N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amphigyra alabamensis,Shoal sprite,AL;,Planorbidae,Snails,Not Listed,4,I,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dodecatheon frenchii,French's shootingstar,"AR, IL, IN, KY, MO;",Primulaceae,Flowering Plants,Not Listed,"3, 4",P,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dodecatheon austrofrigidum,Tundra shootingstar,"OR, WA;",Primulaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Paracoenia calida,Wilbur Springs shore fly,CA;,Ephydridae,Insects,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cervus elaphus wallichi,Shou,"China (Tibet),Bhutan",Cervidae,Mammals,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta nickliniana bridgesi,Bridges' Coast Range shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta callistoderma,Kern shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta allynsmithi,Merced Canyon shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta nickliniana awania,Peninsula Coast Range shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta traski coelata,Peninsular Range shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Helminthoglypta arrosa pomoensis,Pomo bronze shoulderband,CA;,Helminthoglyptida,Snails,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
